PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.137,0.257,0.473,0.049,0.087,0.137,0.484,0.202,0.038,0.522,0.478
0.154,0.174,0.473,0.032,0.063,0.154,0.462,0.224,0.041,0.445,0.555
0.13,0.261,0.435,0.022,0.098,0.13,0.446,0.217,0.033,0.424,0.576
0.168,0.22,0.449,0.047,0.136,0.168,0.439,0.262,0.023,0.486,0.514
0.135,0.229,0.495,0.034,0.091,0.135,0.495,0.219,0.039,0.47,0.53
0.152,0.19,0.453,0.046,0.094,0.152,0.475,0.243,0.059,0.43,0.57
0.138,0.196,0.469,0.036,0.113,0.138,0.465,0.2,0.018,0.447,0.553
0.162,0.124,0.519,0.041,0.086,0.162,0.492,0.233,0.03,0.462,0.538
0.189,0.175,0.454,0.033,0.086,0.189,0.434,0.255,0.026,0.464,0.536
0.131,0.199,0.508,0.078,0.093,0.131,0.508,0.246,0.044,0.455,0.545
0.129,0.25,0.438,0.031,0.085,0.129,0.46,0.214,0.009,0.415,0.585
0.12,0.246,0.482,0.053,0.096,0.12,0.517,0.223,0.054,0.528,0.472
0.092,0.264,0.508,0.051,0.095,0.092,0.516,0.2,0.034,0.625,0.375
0.099,0.183,0.557,0.061,0.076,0.099,0.511,0.191,0.076,0.519,0.481
0.141,0.168,0.492,0.037,0.12,0.141,0.455,0.251,0.005,0.482,0.518
0.112,0.242,0.537,0.07,0.083,0.112,0.561,0.209,0.053,0.571,0.429
0.109,0.166,0.537,0.022,0.083,0.109,0.528,0.179,0.039,0.498,0.502
0.101,0.257,0.477,0.046,0.093,0.101,0.481,0.211,0.008,0.612,0.388
0.118,0.212,0.447,0.041,0.118,0.118,0.459,0.229,0.035,0.488,0.512
0.139,0.171,0.543,0.036,0.075,0.139,0.507,0.186,0.011,0.486,0.514
0.185,0.185,0.433,0.025,0.14,0.185,0.439,0.248,0.038,0.369,0.631
0.122,0.147,0.647,0.051,0.109,0.122,0.641,0.186,0.045,0.513,0.487
0.213,0.138,0.436,0.01,0.095,0.213,0.429,0.266,0.02,0.346,0.654
0.099,0.215,0.525,0.109,0.049,0.099,0.508,0.246,0.036,0.607,0.393
0.164,0.181,0.529,0.075,0.092,0.164,0.497,0.276,0.034,0.509,0.491
0.123,0.301,0.436,0.095,0.086,0.123,0.503,0.264,0.046,0.607,0.393
0.147,0.205,0.487,0.064,0.091,0.147,0.457,0.251,0.02,0.557,0.443
0.104,0.253,0.471,0.045,0.142,0.104,0.457,0.221,0.021,0.505,0.495
0.111,0.191,0.531,0.033,0.105,0.111,0.525,0.207,0.029,0.513,0.487
0.124,0.191,0.488,0.029,0.086,0.124,0.474,0.177,0.033,0.474,0.526
0.042,0.537,0.361,0.01,0.017,0.042,0.472,0.064,0.002,0.849,0.151
0.111,0.156,0.519,0.044,0.096,0.111,0.504,0.252,0.052,0.563,0.437
0.139,0.227,0.504,0.053,0.091,0.139,0.501,0.213,0.069,0.543,0.457
0.144,0.159,0.542,0.027,0.102,0.144,0.504,0.201,0.042,0.527,0.473
0.098,0.182,0.538,0.038,0.091,0.098,0.553,0.152,0.023,0.561,0.439
0.129,0.18,0.519,0.054,0.107,0.129,0.504,0.217,0.054,0.485,0.515
0.137,0.23,0.46,0.061,0.084,0.137,0.473,0.248,0.05,0.475,0.525
0.191,0.203,0.44,0.043,0.105,0.191,0.495,0.286,0.12,0.462,0.538
0.088,0.175,0.538,0.038,0.062,0.088,0.538,0.175,0.1,0.5,0.5
0.118,0.236,0.556,0.076,0.09,0.118,0.528,0.229,0.007,0.556,0.444
0.097,0.247,0.494,0.049,0.081,0.097,0.478,0.219,0.053,0.587,0.413
0.15,0.227,0.459,0.023,0.086,0.15,0.468,0.209,0.023,0.436,0.564
0.197,0.225,0.493,0.028,0.056,0.197,0.535,0.239,0.056,0.394,0.606
0.159,0.167,0.53,0.03,0.045,0.159,0.576,0.189,0.053,0.515,0.485
0.109,0.234,0.484,0.051,0.147,0.109,0.513,0.224,0.022,0.484,0.516
0.114,0.159,0.568,0.061,0.076,0.114,0.598,0.212,0.023,0.606,0.394
0.137,0.173,0.468,0.036,0.086,0.137,0.46,0.23,0.058,0.511,0.489
0.143,0.165,0.535,0.052,0.096,0.143,0.522,0.226,0.035,0.443,0.557
0.127,0.192,0.511,0.065,0.073,0.127,0.494,0.263,0.045,0.582,0.418
0.158,0.23,0.445,0.05,0.041,0.158,0.447,0.241,0.031,0.477,0.523
0.147,0.242,0.435,0.027,0.086,0.147,0.47,0.23,0.045,0.457,0.543
0.147,0.22,0.44,0.02,0.073,0.147,0.493,0.247,0.073,0.52,0.48
0.141,0.211,0.461,0.016,0.07,0.141,0.453,0.203,0.055,0.594,0.406
0.072,0.259,0.514,0.045,0.125,0.072,0.511,0.164,0.012,0.591,0.409
0.11,0.191,0.545,0.049,0.101,0.11,0.528,0.194,0.052,0.507,0.493
0.107,0.235,0.486,0.041,0.074,0.107,0.519,0.198,0.037,0.527,0.473
0.103,0.277,0.52,0.068,0.076,0.103,0.564,0.192,0.048,0.609,0.391
0.161,0.143,0.509,0.032,0.083,0.161,0.479,0.223,0.028,0.453,0.547
0.142,0.132,0.581,0.069,0.063,0.142,0.541,0.218,0.02,0.52,0.48
0.111,0.268,0.519,0.105,0.051,0.111,0.557,0.239,0.032,0.561,0.439
0.148,0.199,0.485,0.095,0.054,0.148,0.465,0.264,0.019,0.523,0.477
0.126,0.225,0.495,0.055,0.093,0.126,0.544,0.22,0.044,0.527,0.473
0.157,0.221,0.477,0.072,0.085,0.157,0.474,0.267,0.046,0.476,0.524
0.147,0.192,0.508,0.061,0.047,0.147,0.487,0.254,0.039,0.556,0.444
0.127,0.175,0.566,0.052,0.094,0.127,0.509,0.208,0.033,0.585,0.415
0.142,0.196,0.481,0.054,0.113,0.142,0.475,0.235,0.05,0.499,0.501
0.124,0.183,0.472,0.049,0.162,0.124,0.438,0.224,0.041,0.461,0.539
0.094,0.269,0.448,0.062,0.07,0.094,0.522,0.229,0.018,0.592,0.408
0.085,0.201,0.544,0.042,0.067,0.085,0.527,0.17,0.014,0.594,0.406
0.127,0.249,0.444,0.026,0.079,0.127,0.466,0.185,0.063,0.508,0.492
0.151,0.204,0.408,0.017,0.117,0.151,0.428,0.224,0.04,0.391,0.609
0.121,0.178,0.557,0.047,0.066,0.121,0.538,0.192,0.024,0.552,0.448
0.167,0.125,0.504,0.039,0.039,0.167,0.493,0.23,0.027,0.406,0.594
0.087,0.245,0.475,0.039,0.127,0.087,0.477,0.19,0.017,0.57,0.43
0.142,0.182,0.544,0.048,0.053,0.142,0.499,0.215,0.01,0.522,0.478
0.117,0.161,0.565,0.036,0.085,0.117,0.544,0.173,0.036,0.512,0.488
0.139,0.212,0.473,0.06,0.079,0.139,0.473,0.236,0.049,0.458,0.542
0.133,0.211,0.487,0.039,0.104,0.133,0.495,0.219,0.043,0.419,0.581
0.156,0.208,0.471,0.052,0.101,0.156,0.443,0.255,0.044,0.458,0.542
0.149,0.206,0.496,0.035,0.092,0.149,0.504,0.227,0.035,0.496,0.504
0.122,0.257,0.436,0.038,0.078,0.122,0.466,0.239,0.034,0.506,0.494
0.189,0.277,0.435,0.066,0.073,0.189,0.418,0.26,0.054,0.541,0.459
0.134,0.146,0.552,0.025,0.075,0.134,0.531,0.188,0.067,0.536,0.464
0.289,0.302,0.302,0.092,0.026,0.289,0.295,0.4,0.03,0.557,0.443
0.139,0.168,0.488,0.039,0.115,0.139,0.48,0.229,0.024,0.48,0.52
0.14,0.189,0.5,0.04,0.086,0.14,0.506,0.223,0.063,0.469,0.531
0.132,0.19,0.494,0.049,0.086,0.132,0.46,0.227,0.025,0.525,0.475
0.154,0.218,0.423,0.013,0.115,0.154,0.41,0.205,0.038,0.474,0.526
0.122,0.23,0.503,0.046,0.115,0.122,0.464,0.214,0.036,0.51,0.49
0.128,0.208,0.497,0.039,0.095,0.128,0.503,0.226,0.03,0.491,0.509
0.209,0.149,0.463,0.03,0.015,0.209,0.478,0.284,0.03,0.507,0.493
0.155,0.21,0.428,0.048,0.102,0.155,0.442,0.248,0.048,0.441,0.559
0.167,0.143,0.556,0.056,0.056,0.167,0.484,0.238,0.048,0.484,0.516
0.182,0.161,0.542,0.052,0.052,0.182,0.51,0.245,0.016,0.484,0.516
0.133,0.233,0.428,0.045,0.149,0.133,0.45,0.24,0.034,0.462,0.538
0.146,0.237,0.452,0.096,0.084,0.146,0.449,0.266,0.045,0.528,0.472
0.083,0.318,0.424,0.061,0.106,0.083,0.386,0.227,0.023,0.614,0.386
0.116,0.253,0.478,0.056,0.095,0.116,0.514,0.214,0.057,0.536,0.464
0.121,0.201,0.549,0.044,0.055,0.121,0.524,0.19,0.051,0.542,0.458
0.163,0.211,0.425,0.005,0.126,0.163,0.433,0.206,0.04,0.318,0.682
0.132,0.19,0.515,0.036,0.088,0.132,0.496,0.207,0.052,0.519,0.481
0.107,0.253,0.498,0.039,0.106,0.107,0.542,0.193,0.052,0.551,0.449
0.157,0.177,0.56,0.075,0.068,0.157,0.543,0.266,0.031,0.536,0.464
0.083,0.353,0.455,0.055,0.107,0.083,0.479,0.176,0.03,0.647,0.353
0.18,0.144,0.511,0.043,0.086,0.18,0.475,0.245,0.05,0.403,0.597
0.128,0.176,0.529,0.041,0.043,0.128,0.525,0.225,0.054,0.522,0.478
0.142,0.211,0.464,0.053,0.07,0.142,0.45,0.225,0.028,0.464,0.536
0.133,0.216,0.487,0.05,0.101,0.133,0.495,0.233,0.04,0.495,0.505
0.142,0.2,0.438,0.039,0.096,0.142,0.454,0.239,0.049,0.442,0.558
0.139,0.239,0.488,0.038,0.072,0.139,0.536,0.211,0.029,0.474,0.526
0.117,0.223,0.466,0.019,0.107,0.117,0.456,0.223,0.019,0.612,0.388
0.147,0.181,0.491,0.034,0.026,0.147,0.457,0.216,0.009,0.578,0.422
0.131,0.207,0.467,0.028,0.101,0.131,0.47,0.207,0.048,0.439,0.561
0.122,0.16,0.588,0.053,0.071,0.122,0.552,0.196,0.045,0.555,0.445
0.116,0.159,0.565,0.068,0.116,0.116,0.531,0.237,0.014,0.512,0.488
0.133,0.261,0.437,0.053,0.091,0.133,0.476,0.236,0.068,0.497,0.503
0.126,0.145,0.552,0.028,0.091,0.126,0.508,0.205,0.025,0.521,0.479
0.136,0.156,0.542,0.033,0.042,0.136,0.498,0.215,0.026,0.544,0.456
0.165,0.188,0.447,0.029,0.065,0.165,0.424,0.241,0.018,0.459,0.541
0.158,0.178,0.545,0.068,0.085,0.158,0.521,0.246,0.027,0.53,0.47
0.137,0.19,0.482,0.037,0.066,0.137,0.468,0.222,0.022,0.524,0.476
0.126,0.174,0.547,0.037,0.074,0.126,0.521,0.221,0.053,0.595,0.405
0.087,0.346,0.449,0.047,0.047,0.087,0.457,0.15,0.071,0.583,0.417
0.162,0.125,0.566,0.051,0.125,0.162,0.522,0.228,0.029,0.434,0.566
0.134,0.192,0.525,0.065,0.067,0.134,0.521,0.213,0.03,0.516,0.484
0.113,0.226,0.509,0.057,0.038,0.113,0.566,0.189,0.094,0.547,0.453
0.144,0.221,0.538,0.125,0.067,0.144,0.558,0.279,0.029,0.606,0.394
0.191,0.156,0.468,0.049,0.113,0.191,0.443,0.262,0.015,0.403,0.597
0.108,0.208,0.523,0.023,0.085,0.108,0.508,0.188,0.062,0.535,0.465
0.112,0.235,0.538,0.064,0.064,0.112,0.514,0.227,0.048,0.59,0.41
0.116,0.276,0.42,0.05,0.155,0.116,0.453,0.254,0.033,0.541,0.459
0.149,0.157,0.495,0.051,0.137,0.149,0.483,0.25,0.025,0.446,0.554
0.12,0.179,0.53,0.056,0.072,0.12,0.554,0.191,0.024,0.534,0.466
0.166,0.26,0.417,0.086,0.061,0.166,0.445,0.296,0.052,0.552,0.448
0.175,0.175,0.508,0.032,0.016,0.175,0.476,0.206,0.032,0.429,0.571
0.119,0.154,0.556,0.072,0.06,0.119,0.551,0.206,0.042,0.531,0.469
0.19,0.195,0.506,0.086,0.063,0.19,0.494,0.299,0.023,0.529,0.471
0.073,0.202,0.624,0.066,0.091,0.073,0.625,0.171,0.066,0.564,0.436
0.14,0.143,0.523,0.031,0.068,0.14,0.501,0.215,0.058,0.516,0.484
0.143,0.143,0.595,0.024,0.095,0.143,0.667,0.167,0,0.429,0.571
0.215,0.329,0.323,0.044,0.101,0.215,0.443,0.285,0.108,0.373,0.627
0.126,0.205,0.529,0.024,0.089,0.126,0.509,0.19,0.034,0.481,0.519
0.209,0.164,0.478,0.03,0.015,0.209,0.507,0.254,0.03,0.507,0.493
0.137,0.185,0.485,0.05,0.101,0.137,0.487,0.227,0.042,0.42,0.58
0.098,0.226,0.506,0.043,0.073,0.098,0.528,0.192,0.043,0.558,0.442
0.134,0.176,0.528,0.031,0.069,0.134,0.517,0.214,0.055,0.493,0.507
0.153,0.211,0.468,0.062,0.105,0.153,0.489,0.269,0.033,0.442,0.558
0.127,0.121,0.576,0.035,0.069,0.127,0.496,0.187,0.017,0.516,0.484
0.125,0.201,0.536,0.071,0.045,0.125,0.509,0.232,0.018,0.509,0.491
0.131,0.175,0.479,0.035,0.079,0.131,0.458,0.205,0.037,0.474,0.526
0.154,0.301,0.419,0.051,0.096,0.154,0.434,0.243,0.14,0.515,0.485
0.127,0.211,0.458,0.028,0.106,0.127,0.514,0.197,0.042,0.521,0.479
0.08,0.33,0.455,0.036,0.143,0.08,0.464,0.143,0.054,0.518,0.482
0.104,0.197,0.528,0.041,0.14,0.104,0.534,0.218,0.01,0.549,0.451
0.146,0.185,0.445,0.047,0.118,0.146,0.437,0.256,0.028,0.441,0.559
0.149,0.178,0.5,0.032,0.067,0.149,0.468,0.218,0.047,0.468,0.532
0.116,0.168,0.528,0.05,0.073,0.116,0.502,0.191,0.033,0.502,0.498
0.338,0.123,0.462,0.046,0.046,0.338,0.431,0.4,0.046,0.354,0.646
0.162,0.154,0.539,0.08,0.107,0.162,0.505,0.265,0.029,0.465,0.535
0.127,0.261,0.484,0.084,0.057,0.127,0.42,0.234,0.027,0.648,0.352
0.182,0.211,0.364,0.044,0.082,0.182,0.41,0.259,0.047,0.477,0.523
0.17,0.23,0.411,0.058,0.053,0.17,0.393,0.271,0.033,0.518,0.482
0.146,0.211,0.433,0.053,0.099,0.146,0.433,0.269,0.041,0.415,0.585
0.116,0.191,0.53,0.065,0.07,0.116,0.526,0.209,0.033,0.502,0.498
0.195,0.176,0.488,0.06,0.074,0.195,0.481,0.3,0.043,0.44,0.56
0.149,0.182,0.455,0.033,0.074,0.149,0.455,0.24,0.062,0.463,0.537
0.15,0.208,0.469,0.034,0.068,0.15,0.488,0.217,0.043,0.42,0.58
0.124,0.167,0.564,0.039,0.092,0.124,0.543,0.216,0.021,0.449,0.551
0.116,0.162,0.556,0.06,0.053,0.116,0.526,0.182,0.046,0.493,0.507
0.105,0.273,0.474,0.074,0.133,0.105,0.504,0.228,0.024,0.567,0.433
0.135,0.168,0.579,0.033,0.066,0.135,0.533,0.183,0.041,0.53,0.47
0.171,0.342,0.315,0.054,0.063,0.171,0.45,0.252,0.099,0.541,0.459
0.169,0.165,0.547,0.07,0.058,0.169,0.519,0.251,0.037,0.494,0.506
0.126,0.175,0.534,0.044,0.049,0.126,0.534,0.218,0.015,0.519,0.481
0.134,0.124,0.589,0.061,0.068,0.134,0.521,0.214,0.024,0.55,0.45
0.139,0.142,0.557,0.032,0.047,0.139,0.528,0.231,0.032,0.582,0.418
0.114,0.188,0.537,0.041,0.074,0.114,0.496,0.199,0.027,0.559,0.441
0.14,0.215,0.485,0.031,0.078,0.14,0.481,0.208,0.044,0.505,0.495
0.145,0.191,0.488,0.054,0.08,0.145,0.464,0.249,0.036,0.436,0.564
0.136,0.219,0.457,0.044,0.102,0.136,0.465,0.235,0.017,0.507,0.493
0.189,0.177,0.48,0.046,0.074,0.189,0.463,0.257,0.057,0.463,0.537
0.161,0.197,0.489,0.063,0.076,0.161,0.475,0.26,0.027,0.457,0.543
0.132,0.152,0.53,0.026,0.04,0.132,0.417,0.219,0.033,0.636,0.364
0.132,0.275,0.495,0.077,0.099,0.132,0.593,0.253,0.077,0.582,0.418
0.131,0.204,0.492,0.035,0.088,0.131,0.473,0.2,0.023,0.504,0.496
0.155,0.179,0.506,0.077,0.101,0.155,0.518,0.232,0.03,0.476,0.524
0.139,0.178,0.521,0.074,0.112,0.139,0.527,0.243,0.053,0.47,0.53
0.114,0.153,0.587,0.052,0.065,0.114,0.533,0.188,0.024,0.564,0.436
0.143,0.235,0.429,0.046,0.076,0.143,0.49,0.242,0.067,0.489,0.511
0.125,0.194,0.468,0.039,0.118,0.125,0.461,0.235,0.041,0.455,0.545
0.15,0.163,0.497,0.034,0.082,0.15,0.497,0.211,0.041,0.388,0.612
0.108,0.232,0.487,0.055,0.115,0.108,0.477,0.222,0.031,0.53,0.47
0.156,0.22,0.453,0.066,0.065,0.156,0.457,0.257,0.029,0.443,0.557
0.094,0.203,0.534,0.071,0.094,0.094,0.545,0.222,0.075,0.583,0.417
0.144,0.171,0.498,0.033,0.104,0.144,0.475,0.207,0.017,0.462,0.538
0.13,0.238,0.433,0.03,0.069,0.13,0.429,0.234,0.026,0.468,0.532
0.099,0.283,0.521,0.094,0.073,0.099,0.518,0.23,0.044,0.649,0.351
0.153,0.209,0.445,0.057,0.078,0.153,0.491,0.253,0.074,0.452,0.548
0.148,0.214,0.474,0.048,0.063,0.148,0.488,0.232,0.043,0.47,0.53
0.215,0.212,0.325,0.033,0.076,0.215,0.374,0.341,0.03,0.397,0.603
0.113,0.158,0.532,0.044,0.108,0.113,0.552,0.222,0.01,0.507,0.493
0.129,0.155,0.515,0.026,0.05,0.129,0.51,0.184,0.038,0.459,0.541
0.106,0.177,0.565,0.062,0.092,0.106,0.56,0.209,0.052,0.53,0.47
0.143,0.226,0.48,0.071,0.087,0.143,0.512,0.286,0.032,0.54,0.46
0.142,0.215,0.487,0.066,0.082,0.142,0.503,0.244,0.025,0.503,0.497
0.067,0.265,0.498,0.049,0.094,0.067,0.498,0.188,0.009,0.507,0.493
0.123,0.185,0.534,0.05,0.111,0.123,0.493,0.225,0.047,0.542,0.458
0.132,0.16,0.525,0.042,0.052,0.132,0.505,0.205,0.035,0.582,0.418
0.145,0.203,0.475,0.064,0.096,0.145,0.482,0.254,0.062,0.486,0.514
0.191,0.183,0.473,0.046,0.069,0.191,0.473,0.275,0.061,0.458,0.542
0.135,0.238,0.441,0.051,0.137,0.135,0.452,0.244,0.028,0.505,0.495
0.158,0.155,0.458,0.052,0.088,0.158,0.452,0.272,0.045,0.418,0.582
0.07,0.272,0.491,0.053,0.1,0.07,0.524,0.186,0.029,0.591,0.409
0.111,0.262,0.481,0.058,0.099,0.111,0.533,0.222,0.031,0.569,0.431
0.156,0.186,0.432,0.043,0.126,0.156,0.435,0.266,0.037,0.395,0.605
0.161,0.217,0.463,0.037,0.086,0.161,0.472,0.229,0.033,0.463,0.537
0.194,0.17,0.453,0.061,0.105,0.194,0.466,0.324,0.02,0.453,0.547
0.158,0.141,0.538,0.063,0.058,0.158,0.52,0.231,0.05,0.5,0.5
0.16,0.208,0.465,0.076,0.09,0.16,0.486,0.257,0.014,0.528,0.472
0.164,0.267,0.406,0.043,0.111,0.164,0.412,0.252,0.044,0.45,0.55
0.129,0.178,0.513,0.063,0.092,0.129,0.505,0.244,0.03,0.536,0.464
0.096,0.244,0.497,0.05,0.058,0.096,0.479,0.215,0.027,0.611,0.389
0.085,0.197,0.559,0.036,0.083,0.085,0.53,0.141,0.02,0.535,0.465
0.103,0.184,0.54,0.034,0.057,0.103,0.517,0.172,0.034,0.471,0.529
0.107,0.206,0.512,0.034,0.089,0.107,0.509,0.18,0.029,0.496,0.504
0.209,0.13,0.47,0.026,0.052,0.209,0.452,0.296,0.043,0.452,0.548
0.114,0.239,0.539,0.069,0.084,0.114,0.563,0.212,0.052,0.571,0.429
0.126,0.215,0.51,0.069,0.1,0.126,0.529,0.238,0.069,0.533,0.467
0.121,0.133,0.608,0.072,0.058,0.121,0.527,0.228,0.026,0.533,0.467
0.123,0.177,0.509,0.056,0.067,0.123,0.496,0.221,0.039,0.528,0.472
0.088,0.214,0.52,0.078,0.105,0.088,0.531,0.236,0.027,0.595,0.405
0.06,0.194,0.478,0.045,0.045,0.06,0.552,0.134,0.119,0.567,0.433
0.172,0.157,0.495,0.029,0.069,0.172,0.49,0.221,0.074,0.495,0.505
0.155,0.185,0.508,0.086,0.088,0.155,0.508,0.273,0.03,0.442,0.558
0.126,0.205,0.535,0.058,0.063,0.126,0.538,0.202,0.031,0.543,0.457
0.098,0.246,0.484,0.039,0.082,0.098,0.476,0.179,0.028,0.59,0.41
0.123,0.191,0.547,0.061,0.102,0.123,0.521,0.231,0.019,0.545,0.455
0.137,0.169,0.547,0.054,0.09,0.137,0.529,0.216,0.014,0.493,0.507
0.249,0.132,0.518,0.054,0.054,0.249,0.447,0.339,0.027,0.521,0.479
0.111,0.167,0.587,0.048,0.099,0.111,0.531,0.208,0.036,0.529,0.471
0.138,0.17,0.514,0.039,0.09,0.138,0.527,0.219,0.045,0.505,0.495
0.135,0.264,0.485,0.067,0.055,0.135,0.521,0.252,0.067,0.534,0.466
0.129,0.173,0.52,0.028,0.081,0.129,0.488,0.206,0.012,0.552,0.448
0.147,0.15,0.495,0.038,0.089,0.147,0.481,0.226,0.038,0.446,0.554
0.125,0.214,0.521,0.036,0.1,0.125,0.504,0.196,0.039,0.464,0.536
0.147,0.204,0.44,0.055,0.071,0.147,0.464,0.244,0.059,0.442,0.558
0.104,0.224,0.522,0.052,0.078,0.104,0.513,0.206,0.037,0.563,0.437
0.124,0.21,0.519,0.047,0.06,0.124,0.502,0.219,0.047,0.558,0.442
0.172,0.229,0.378,0.029,0.095,0.172,0.397,0.254,0.05,0.445,0.555
0.149,0.192,0.466,0.033,0.108,0.149,0.436,0.241,0.035,0.461,0.539
0.133,0.173,0.563,0.057,0.073,0.133,0.516,0.228,0.026,0.542,0.458
0.1,0.1,0.664,0.086,0.073,0.1,0.591,0.191,0.032,0.573,0.427
0.117,0.213,0.536,0.037,0.08,0.117,0.512,0.184,0.032,0.584,0.416
0.143,0.198,0.505,0.038,0.093,0.143,0.5,0.225,0.033,0.462,0.538
0.129,0.221,0.47,0.048,0.068,0.129,0.462,0.217,0.024,0.462,0.538
0.116,0.204,0.521,0.058,0.091,0.116,0.484,0.212,0.023,0.569,0.431
0.161,0.175,0.531,0.042,0.091,0.161,0.531,0.224,0.021,0.517,0.483
0.119,0.23,0.498,0.053,0.078,0.119,0.531,0.206,0.041,0.502,0.498
0.231,0.156,0.513,0.04,0.09,0.231,0.487,0.296,0.01,0.482,0.518
0.13,0.13,0.538,0.041,0.047,0.13,0.509,0.195,0.018,0.515,0.485
0.087,0.187,0.673,0.07,0.11,0.087,0.633,0.187,0.037,0.577,0.423
0.163,0.163,0.536,0.029,0.053,0.163,0.488,0.23,0.019,0.579,0.421
0.145,0.206,0.488,0.058,0.09,0.145,0.491,0.237,0.042,0.443,0.557
0.134,0.255,0.431,0.028,0.111,0.134,0.426,0.206,0.042,0.495,0.505
0.077,0.232,0.566,0.071,0.073,0.077,0.538,0.2,0.012,0.619,0.381
0.157,0.21,0.474,0.067,0.091,0.157,0.474,0.245,0.051,0.512,0.488
0.119,0.21,0.465,0.038,0.136,0.119,0.444,0.214,0.03,0.448,0.552
0.161,0.207,0.473,0.038,0.078,0.161,0.483,0.224,0.034,0.435,0.565
0.134,0.226,0.512,0.057,0.087,0.134,0.526,0.221,0.065,0.545,0.455
0.143,0.173,0.549,0.023,0.068,0.143,0.564,0.173,0.03,0.549,0.451
0.157,0.165,0.503,0.036,0.058,0.157,0.495,0.212,0.038,0.484,0.516
0.171,0.241,0.412,0.047,0.097,0.171,0.421,0.265,0.056,0.497,0.503
0.105,0.214,0.527,0.04,0.068,0.105,0.525,0.187,0.049,0.566,0.434
0.153,0.201,0.462,0.04,0.1,0.153,0.47,0.224,0.037,0.404,0.596
0.113,0.221,0.472,0.064,0.117,0.113,0.47,0.229,0.028,0.542,0.458
0.101,0.17,0.546,0.022,0.057,0.101,0.452,0.163,0.013,0.61,0.39
0.134,0.169,0.541,0.074,0.113,0.134,0.481,0.247,0.026,0.429,0.571
0.09,0.247,0.507,0.05,0.092,0.09,0.492,0.198,0.034,0.622,0.378
0.143,0.17,0.547,0.037,0.043,0.143,0.523,0.203,0.043,0.51,0.49
0.189,0.221,0.421,0.021,0.079,0.189,0.453,0.258,0.016,0.421,0.579
0.091,0.247,0.456,0.011,0.143,0.091,0.398,0.176,0.014,0.566,0.434
0.119,0.185,0.548,0.092,0.125,0.119,0.538,0.248,0.036,0.624,0.376
0.115,0.186,0.563,0.055,0.08,0.115,0.545,0.202,0.035,0.494,0.506
0.178,0.207,0.39,0.035,0.058,0.178,0.413,0.262,0.044,0.401,0.599
0.127,0.281,0.393,0.071,0.067,0.127,0.468,0.251,0.056,0.502,0.498
0.113,0.238,0.478,0.047,0.13,0.113,0.481,0.227,0.025,0.506,0.494
0.116,0.29,0.478,0.093,0.072,0.116,0.552,0.248,0.045,0.603,0.397
0.184,0.172,0.479,0.049,0.067,0.184,0.472,0.245,0.031,0.429,0.571
0.138,0.16,0.529,0.04,0.084,0.138,0.502,0.209,0.036,0.471,0.529
0.231,0.138,0.515,0.038,0.031,0.231,0.446,0.315,0.008,0.469,0.531
0.148,0.144,0.517,0.062,0.062,0.148,0.493,0.244,0.01,0.502,0.498
0.147,0.26,0.437,0.071,0.087,0.147,0.48,0.257,0.037,0.469,0.531
0.128,0.177,0.547,0.047,0.081,0.128,0.513,0.19,0.049,0.534,0.466
0.132,0.21,0.496,0.039,0.088,0.132,0.529,0.217,0.035,0.448,0.552
0.173,0.166,0.477,0.05,0.081,0.173,0.487,0.266,0.04,0.473,0.527
0.14,0.276,0.453,0.104,0.062,0.14,0.495,0.286,0.045,0.554,0.446
0.13,0.247,0.462,0.067,0.095,0.13,0.491,0.261,0.036,0.511,0.489
0.044,0.314,0.515,0.049,0.131,0.044,0.503,0.137,0.041,0.546,0.454
0.168,0.193,0.436,0.023,0.082,0.168,0.423,0.231,0.04,0.419,0.581
0.134,0.22,0.549,0.012,0.012,0.134,0.524,0.146,0.049,0.573,0.427
0.262,0.262,0.312,0.013,0.094,0.262,0.268,0.319,0.027,0.493,0.507
0.121,0.231,0.503,0.045,0.085,0.121,0.492,0.186,0.075,0.508,0.492
0.122,0.255,0.504,0.079,0.119,0.122,0.516,0.266,0.051,0.49,0.51
0.119,0.185,0.563,0.057,0.086,0.119,0.551,0.188,0.047,0.477,0.523
0.162,0.184,0.498,0.061,0.07,0.162,0.502,0.251,0.031,0.487,0.513
0.147,0.218,0.467,0.066,0.058,0.147,0.474,0.261,0.044,0.534,0.466
0.127,0.164,0.559,0.028,0.052,0.127,0.493,0.192,0.023,0.474,0.526
0.137,0.22,0.487,0.024,0.058,0.137,0.491,0.188,0.028,0.464,0.536
0.1,0.137,0.68,0.046,0.096,0.1,0.653,0.169,0.032,0.475,0.525
0.127,0.17,0.538,0.075,0.104,0.127,0.495,0.212,0.038,0.533,0.467
0.066,0.233,0.548,0.073,0.095,0.066,0.555,0.205,0.022,0.614,0.386
0.154,0.199,0.488,0.051,0.091,0.154,0.486,0.234,0.036,0.458,0.542
0.101,0.168,0.583,0.068,0.07,0.101,0.564,0.202,0.024,0.592,0.408
0.134,0.189,0.569,0.07,0.074,0.134,0.563,0.222,0.032,0.538,0.462
0.154,0.127,0.553,0.066,0.096,0.154,0.518,0.25,0.026,0.461,0.539
0.148,0.239,0.454,0.054,0.109,0.148,0.458,0.239,0.025,0.533,0.467
